"English","Chinese (ZH)","Malay (MS)","Japanese (JA)","ID","Page","Section","Never Translate","Review Flag","Notes"
"Can foreigners buy?","外国人可以购买吗？","Orang asing boleh beli?","外国人でも買えるの？","rental.faq.q5","/rental-programme/","FAQ question 5","","",""
"Yes, subject to minimum price thresholds that vary by state, and separate rules apply to Malaysia My Second Home (MM2H) participants. Confirm the current threshold for Negeri Sembilan with Summerfield before committing.","可以，惟须符合各州属不同的最低购买价格门槛，马来西亚第二家园计划（MM2H）参与者则另有规定。请在作出决定前，向 Summerfield 确认森美兰州现行的门槛。","Ya, tertakluk kepada ambang harga minimum yang berbeza mengikut negeri, dan peraturan berasingan dikenakan kepada peserta Malaysia My Second Home (MM2H). Sahkan ambang semasa untuk Negeri Sembilan dengan Summerfield sebelum melakukan.","はい、州によって異なる最低価格基準があり、マレーシア マイ セカンド ホーム (MM2H) 参加者には別のルールが適用されます。コミットする前に、Summerfield で Negeri Sembilan の現在のしきい値を確認してください。","rental.faq.a5","/rental-programme/","FAQ answer 5","Partial","","Same as villas.faq.a5. Also in FAQPage JSON-LD — identical wording"
"How do I verify the developer's track record?","如何查证发展商的往绩？","Bagaimanakah cara saya mengesahkan rekod prestasi pembangun?","開発者の実績を確認するにはどうすればよいですか?","rental.faq.q6","/rental-programme/","FAQ question 6","","",""
"Arrange a private briefing at Bukit Bintang Showroom for full documentation, or WhatsApp us for a project overview and pricing.","可安排在 Bukit Bintang Showroom 进行私人简报以查阅完整文件，或透过 WhatsApp 联系我们索取项目概况与价格。","Susun taklimat peribadi di Bukit Bintang Showroom untuk dokumentasi penuh, atau WhatsApp kami untuk gambaran keseluruhan projek dan harga.","完全なドキュメントについては Bukit Bintang Showroom でプライベート ブリーフィングを手配するか、プロジェクトの概要と価格については WhatsApp で問い合わせてください。","rental.faq.a6","/rental-programme/","FAQ answer 6","","","Also in FAQPage JSON-LD — identical wording"
"Next Step","下一步","Langkah Seterusnya","次のステップ","rental.final.eyebrow","/rental-programme/","Final CTA section eyebrow","","","Same as villas.final.eyebrow"
"Review the Full Programme Terms Before You Decide","决定前，先审阅完整计划条款","Semak Syarat Program Penuh Sebelum Anda Memutuskan","決定する前にプログラム規約全文を確認してください","rental.final.h2","/rental-programme/","Final CTA section H2","","Y",""
"Request the official brochure, current pricing and a private consultation at Bukit Bintang Showroom — no obligation.","索取正式宣传册、最新价格，并预约在 Bukit Bintang Showroom 进行的私人咨询——无需任何承诺。","Minta risalah rasmi, harga semasa dan perundingan peribadi di Bukit Bintang Showroom — tiada kewajipan.","公式パンフレット、現在の価格、およびプライベート コンサルティングを Bukit Bintang Showroom でリクエストしてください。義務はありません。","rental.final.body","/rental-programme/","Final CTA section body","","",""
"Prefer a callback? Use the form and our consultant will reach out on WhatsApp with the full programme terms, pricing and briefing times.","希望我们回电？请填写表格，我们的顾问将透过 WhatsApp 与您联系，提供完整计划条款、价格及简报时间。","Lebih suka panggilan balik? Gunakan borang dan perunding kami akan menghubungi WhatsApp dengan syarat penuh program, harga dan masa taklimat.","コールバックをご希望ですか?フォームをご利用いただければ、当社のコンサルタントが WhatsApp で完全なプログラム条件、価格、説明時間についてご連絡いたします。","rental.final.small_text","/rental-programme/","Final CTA section small print","","",""
"Privacy Policy | Lexis Hibiscus 2, Port Dickson","隐私政策｜Lexis Hibiscus 2, Port Dickson","Dasar Privasi | Lexis Hibiscus 2, Port Dickson","プライバシーポリシー | Lexis Hibiscus 2、Port Dickson","privacy.meta.title","/privacy-policy/","<title>","","",""
"How we collect, use and protect your data when you enquire about Lexis Hibiscus 2, Port Dickson.","了解我们在您咨询 Lexis Hibiscus 2（Port Dickson）时，如何收集、使用及保护您的个人资料。","Cara kami mengumpul, menggunakan dan melindungi data anda apabila anda bertanya tentang Lexis Hibiscus 2, Port Dickson.","Lexis Hibiscus 2、Port Dickson についてお問い合わせいただく際に、当社がお客様のデータをどのように収集、使用、保護するか。","privacy.meta.description","/privacy-policy/","Meta description","","",""
"Privacy Policy — Lexis Hibiscus 2","隐私政策 — Lexis Hibiscus 2","Dasar Privasi — Lexis Hibiscus 2","プライバシーポリシー — Lexis Hibiscus 2","privacy.og.title","/privacy-policy/","og:title","","",""
"How we collect, use and protect your data when you enquire about Lexis Hibiscus 2.","了解我们在您咨询 Lexis Hibiscus 2 时，如何收集、使用及保护您的个人资料。","Cara kami mengumpul, menggunakan dan melindungi data anda apabila anda bertanya tentang Lexis Hibiscus 2.","Lexis Hibiscus 2 に関するお問い合わせの際に、当社がお客様のデータをどのように収集、使用、保護するか。","privacy.og.description","/privacy-policy/","og:description","","",""
"Legal","法律信息","sah","法的","privacy.eyebrow","/privacy-policy/","Eyebrow label","","","Same string as disclaimer.eyebrow"
"Privacy Policy","隐私政策","Dasar Privasi","プライバシーポリシー","privacy.h1","/privacy-policy/","H1","","",""
"Last updated: 10 July 2026","最后更新日期：2026年7月10日","Kemas kini terakhir: 10 Julai 2026","最終更新日: 2026 年 7 月 10 日","privacy.last_updated","/privacy-policy/","Publication date line","Partial","","Keep the same date across all languages — localize only the date format/wording, not the date itself"
"1. What This Policy Covers","1. 本政策涵盖范围","1. Perkara yang Dilindungi Polisi Ini","1. このポリシーの対象範囲","privacy.s1.heading","/privacy-policy/","Section 1 heading","","",""
"This policy explains how hibiscus2.com (""this website"") collects and uses information when you browse the site or submit an enquiry about Lexis Hibiscus 2, Port Dickson. This website is operated by an authorised real estate negotiator marketing the project — it is not the developer's official website.","本政策说明当您浏览本网站或提交有关 Lexis Hibiscus 2（Port Dickson）的咨询时，hibiscus2.com（""本网站""）如何收集及使用相关信息。本网站由负责该项目市场推广的授权房地产经纪人营运——并非发展商官方网站。","Dasar ini menerangkan cara hibiscus2.com (""laman web ini"") mengumpul dan menggunakan maklumat apabila anda menyemak imbas tapak atau menyerahkan pertanyaan tentang Lexis Hibiscus 2, Port Dickson. Laman web ini dikendalikan oleh perunding hartanah bertauliah yang memasarkan projek — ia bukan tapak web rasmi pembangun.","このポリシーは、お客様がサイトを閲覧したり、Lexis Hibiscus 2、Port Dicksonに関するお問い合わせを送信したりする際に、hibiscus2.com (「当ウェブサイト」) がどのように情報を収集し、使用するかを説明します。この Web サイトは、プロジェクトをマーケティングする認定不動産交渉者によって運営されており、開発者の公式 Web サイトではありません。","privacy.s1.body","/privacy-policy/","Section 1 body","","Y",""
"2. Information We Collect","2. 我们收集的信息","2. Maklumat yang Kami Kumpul","2. 当社が収集する情報","privacy.s2.heading","/privacy-policy/","Section 2 heading","","",""
"When you submit the enquiry form or contact us on WhatsApp, we collect: your name, WhatsApp number, buyer type (e.g. Malaysia Buyer, Singapore Buyer, Overseas Buyer, MM2H Participant), and any message you provide. Form submissions are processed via Web3Forms and delivered to our consultant by email.","当您提交咨询表格或透过 WhatsApp 联系我们时，我们会收集：您的姓名、WhatsApp 号码、买家类型（例如马来西亚买家、新加坡买家、海外买家、MM2H 参与者），以及您提供的任何留言。表格提交内容将透过 Web3Forms 处理，并以电邮方式发送给我们的顾问。","Apabila anda menyerahkan borang pertanyaan atau menghubungi kami di WhatsApp, kami mengumpul: nama anda, nombor WhatsApp, jenis pembeli (cth. Pembeli Malaysia, Pembeli Singapura, Pembeli Luar Negara, Peserta MM2H), dan sebarang mesej yang anda berikan. Penyerahan borang diproses melalui Web3Forms dan dihantar kepada perunding kami melalui e-mel.","お客様が問い合わせフォームを送信するか、WhatsApp で当社にご連絡いただくと、お客様のお名前、WhatsApp 番号、購入者のタイプ (例: マレーシアの購入者、シンガポールの購入者、海外の購入者、MM2H 参加者)、およびお客様が提供したメッセージを収集します。フォームの送信は Web3Forms 経由で処理され、電子メールでコンサルタントに送信されます。","privacy.s2.body1","/privacy-policy/","Section 2 body paragraph 1","","",""
"We also automatically collect standard analytics data (pages visited, device type, approximate location, referring source and, where present, UTM/gclid campaign parameters) via Google Tag Manager and Google Analytics (GA4).","我们也会透过 Google Tag Manager 与 Google Analytics（GA4）自动收集标准分析数据（包括浏览页面、设备类型、大致位置、来源渠道，以及（如有）UTM/gclid 广告活动参数）。","Kami juga mengumpul data analitis standard secara automatik (halaman yang dilawati, jenis peranti, lokasi anggaran, sumber rujukan dan, jika ada, parameter kempen UTM/gclid) melalui Google Tag Manager dan Google Analytics (GA4).","また、Google Tag Manager および Google Analytics (GA4) を介して、標準分析データ (訪問したページ、デバイス タイプ、おおよその位置、参照元、存在する場合は UTM/gclid キャンペーン パラメーター) も自動的に収集します。","privacy.s2.body2","/privacy-policy/","Section 2 body paragraph 2","","",""
"3. How We Use Your Information","3. 我们如何使用您的信息","3. Bagaimana Kami Menggunakan Maklumat Anda","3. お客様の情報の使用方法","privacy.s3.heading","/privacy-policy/","Section 3 heading","","",""
"We use the information you provide solely to respond to your enquiry — to contact you on WhatsApp or by phone/email with villa details, pricing, and to arrange a consultation. Analytics data is used to understand site performance and to measure the effectiveness of Google Ads campaigns (conversion tracking).","我们仅使用您所提供的信息来回复您的咨询——透过 WhatsApp、电话或电邮与您联系，提供别墅详情、价格资讯，并安排咨询。分析数据则用于了解网站表现，并衡量 Google Ads 广告活动成效（转化追踪）。","Kami menggunakan maklumat yang anda berikan semata-mata untuk menjawab pertanyaan anda — untuk menghubungi anda di WhatsApp atau melalui telefon/e-mel dengan butiran vila, harga dan untuk mengatur rundingan. Data analitis digunakan untuk memahami prestasi tapak dan untuk mengukur keberkesanan kempen Google Ads (penjejakan penukaran).","当社は、お客様からご提供いただいた情報を、お問い合わせに回答する目的、つまり、WhatsApp または電話/電子メールでヴィラの詳細、価格についてご連絡し、相談を手配する目的でのみ使用します。分析データは、サイトのパフォーマンスを理解し、Google Ads キャンペーンの効果を測定する (コンバージョン トラッキング) ために使用されます。","privacy.s3.body","/privacy-policy/","Section 3 body","","",""
"4. Cookies & Tracking","4. Cookie 与追踪技术","4. Kuki & Penjejakan","4. Cookies & Tracking","privacy.s4.heading","/privacy-policy/","Section 4 heading","","",""
"This website uses Google Tag Manager, Google Analytics (GA4) and Google Ads conversion tracking, which may set cookies or similar technologies in your browser to measure site usage and ad performance. You can control cookies through your browser settings.","本网站使用 Google Tag Manager、Google Analytics（GA4）及 Google Ads 转化追踪，这些工具可能会在您的浏览器中设置 Cookie 或类似技术，以衡量网站使用情况及广告成效。您可透过浏览器设置管理 Cookie。","Tapak web ini menggunakan penjejakan penukaran Google Tag Manager, Google Analytics (GA4) dan Google Ads, yang mungkin menetapkan kuki atau teknologi serupa dalam penyemak imbas anda untuk mengukur penggunaan tapak dan prestasi iklan. Anda boleh mengawal kuki melalui tetapan penyemak imbas anda.","この Web サイトでは、Google Tag Manager、Google Analytics (GA4)、Google Ads コンバージョン トラッキングを使用しており、サイトの使用状況や広告のパフォーマンスを測定するためにブラウザに Cookie または同様のテクノロジーが設定される場合があります。ブラウザの設定を通じて Cookie を制御できます。","privacy.s4.body","/privacy-policy/","Section 4 body","","",""
"5. Sharing of Information","5. 信息分享","5. Perkongsian Maklumat","5. 情報の共有","privacy.s5.heading","/privacy-policy/","Section 5 heading","","",""
"Your enquiry details are shared only with the consultant/agency handling your enquiry and, where relevant, the project developer for the purpose of following up on your interest. We do not sell your personal data to third parties.","您的咨询资料仅会与处理该咨询的顾问／代理公司分享，并在相关情况下与项目发展商分享，以便跟进您的意向。我们不会将您的个人资料出售予第三方。","Butiran pertanyaan anda dikongsi hanya dengan perunding/agensi yang mengendalikan pertanyaan anda dan, jika berkaitan, pemaju projek untuk tujuan membuat susulan mengenai minat anda. Kami tidak menjual data peribadi anda kepada pihak ketiga.","お客様のお問い合わせの詳細は、お客様の関心をフォローアップする目的で、お客様のお問い合わせを処理するコンサルタント/代理店、および必要に応じてプロジェクト開発者とのみ共有されます。当社はお客様の個人データを第三者に販売しません。","privacy.s5.body","/privacy-policy/","Section 5 body","","",""
"6. Data Retention","6. 资料保留","6. Pengekalan Data","6. Data Retention","privacy.s6.heading","/privacy-policy/","Section 6 heading","","",""
"We retain enquiry information for as long as reasonably necessary to respond to your enquiry and for legitimate business record-keeping, unless you request deletion sooner.","我们会在合理必要的期限内保留您的咨询信息，以回复咨询及作为正当的业务记录用途，除非您要求提前删除。","Kami menyimpan maklumat pertanyaan selama yang munasabah diperlukan untuk menjawab pertanyaan anda dan untuk penyimpanan rekod perniagaan yang sah, melainkan anda meminta pemadaman lebih awal.","当社は、お客様が早期に削除を要求しない限り、お客様のお問い合わせに対応し、正当な業務記録を保管するために合理的に必要な期間、お問い合わせ情報を保持します。","privacy.s6.body","/privacy-policy/","Section 6 body","","",""
"7. Your Rights","7. 您的权利","7. Hak Anda","7. Your Rights","privacy.s7.heading","/privacy-policy/","Section 7 heading","","",""
"You may request access to, correction of, or deletion of your personal data by contacting us via WhatsApp or the details on our Contact page, in accordance with the Malaysian Personal Data Protection Act 2010 (PDPA).","根据马来西亚2010年个人资料保护法令（PDPA），您可透过 WhatsApp 或我们联系我们页面上的资料与我们联系，要求查阅、更正或删除您的个人资料。","Anda boleh meminta akses kepada, pembetulan atau pemadaman data peribadi anda dengan menghubungi kami melalui WhatsApp atau butiran pada halaman Hubungan kami, mengikut Akta Perlindungan Data Peribadi Malaysia 2010 (PDPA).","2010 年マレーシア個人データ保護法 (PDPA) に従って、WhatsApp または当社のお問い合わせページの詳細を通じて当社にご連絡いただくことで、ご自身の個人データへのアクセス、修正、または削除をリクエストすることができます。","privacy.s7.body","/privacy-policy/","Section 7 body","","","""Contact page""/""联系我们"" is a hyperlink to /contact/ (language-equivalent). ""PDPA"" is Malaysia-specific law — keep the Act name reference, translate surrounding text"
"8. Contact","8. 联系方式","8. Hubungi","8. Contact","privacy.s8.heading","/privacy-policy/","Section 8 heading","","",""
"Questions about this policy can be directed to us via WhatsApp.","如对本政策有任何疑问，欢迎透过 WhatsApp 与我们联系。","Soalan tentang dasar ini boleh diajukan kepada kami melalui WhatsApp.","このポリシーに関する質問は、WhatsApp 経由でお送りください。","privacy.s8.body","/privacy-policy/","Section 8 body","","",""
"Disclaimer | Lexis Hibiscus 2, Port Dickson","免责声明｜Lexis Hibiscus 2, Port Dickson","Penafian | Lexis Hibiscus 2, Port Dickson","免責事項 | Lexis Hibiscus 2、Port Dickson","disclaimer.meta.title","/disclaimer/","<title>","","",""
"Terms of use and marketing disclaimers for hibiscus2.com, covering Lexis Hibiscus 2, Port Dickson.","hibiscus2.com 的使用条款及营销免责声明，内容涵盖 Lexis Hibiscus 2（Port Dickson）。","Syarat penggunaan dan penafian pemasaran untuk hibiscus2.com, meliputi Lexis Hibiscus 2, Port Dickson.","Lexis Hibiscus 2、Port Dickson を対象とする、hibiscus2.com の利用規約とマーケティングに関する免責事項。","disclaimer.meta.description","/disclaimer/","Meta description","","",""
"Disclaimer — Lexis Hibiscus 2","免责声明 — Lexis Hibiscus 2","Penafian — Lexis Hibiscus 2","Disclaimer — Lexis Hibiscus 2","disclaimer.og.title","/disclaimer/","og:title","","",""
"Terms of use and marketing disclaimers for hibiscus2.com.","hibiscus2.com 的使用条款及营销免责声明。","Syarat penggunaan dan penafian pemasaran untuk hibiscus2.com.","hibiscus2.com の利用規約とマーケティングに関する免責事項。","disclaimer.og.description","/disclaimer/","og:description","","",""
"Legal","法律信息","sah","法的","disclaimer.eyebrow","/disclaimer/","Eyebrow label","","","Same string as privacy.eyebrow"
"Disclaimer","免责声明","Penafian","免責事項","disclaimer.h1","/disclaimer/","H1","","",""
"Last updated: 10 July 2026","最后更新日期：2026年7月10日","Kemas kini terakhir: 10 Julai 2026","最終更新日: 2026 年 7 月 10 日","disclaimer.last_updated","/disclaimer/","Publication date line","Partial","","Keep the same date across all languages"
"1. Marketing Material Only","1. 仅供营销参考","1. Bahan Pemasaran Sahaja","1. マーケティング資料のみ","disclaimer.s1.heading","/disclaimer/","Section 1 heading","","",""
"hibiscus2.com is marketing material produced by an authorised real estate negotiator (""we"", ""us"") for Lexis Hibiscus 2, Port Dickson. This is not the developer's official website. Nothing on this site constitutes an offer, contract, or part of a contract of sale.","hibiscus2.com 是由授权房地产经纪人（""我们""）为 Lexis Hibiscus 2（Port Dickson）制作的营销资料，并非发展商官方网站。本网站所载内容概不构成要约、合约，或买卖合约的一部分。","hibiscus2.com ialah bahan pemasaran yang dihasilkan oleh perunding hartanah bertauliah (""kami"", ""kami"") untuk Lexis Hibiscus 2, Port Dickson. Ini bukan tapak web rasmi pembangun. Tiada apa-apa di tapak ini yang merupakan tawaran, kontrak atau sebahagian daripada kontrak jualan.","hibiscus2.com は、Lexis Hibiscus 2、Port Dickson 向けに認定不動産交渉者 (「当社」、「当社」) によって作成されたマーケティング資料です。これは開発者の公式 Web サイトではありません。このサイト上のいかなる内容も、オファー、契約、または販売契約の一部を構成するものではありません。","disclaimer.s1.body","/disclaimer/","Section 1 body","","Y",""
"2. Renders & Imagery","2. 效果图与影像","2. Render & Imejan","2. レンダリングと画像","disclaimer.s2.heading","/disclaimer/","Section 2 heading","","",""
"All renders on this website are artist impressions. The final development, landscaping, facilities, finishes and views may vary from what is depicted. Where actual show unit photography is used, it reflects the specific unit photographed and may not represent every villa type.","本网站所有效果图均为艺术构想图。最终发展项目、景观设计、设施、装修及景观可能与图示有所不同。如使用实际样板房照片，该照片仅反映所拍摄的特定单位，未必代表所有别墅户型。","Semua paparan di tapak web ini adalah teraan artis. Pembangunan akhir, landskap, kemudahan, kemasan dan pemandangan mungkin berbeza daripada apa yang digambarkan. Jika fotografi unit pertunjukan sebenar digunakan, ia menggambarkan unit khusus yang difoto dan mungkin tidak mewakili setiap jenis vila.","このウェブサイト上のすべてのレンダリングはアーティストの印象です。最終的な開発、造園、設備、仕上げ、景観は、描かれているものと異なる場合があります。実際のショーユニットの写真が使用されている場合、それは撮影された特定のユニットを反映しており、すべてのヴィラタイプを表しているわけではない場合があります。","disclaimer.s2.body","/disclaimer/","Section 2 body","","",""
"3. Pricing, Availability & Specifications","3. 价格、供应情况与规格","3. Harga, Ketersediaan & Spesifikasi","3. 価格、入手可能性、仕様","disclaimer.s3.heading","/disclaimer/","Section 3 heading","","",""
"Prices, unit availability, sizes and specifications shown are indicative and subject to change without notice. Official, current figures are confirmed only in the sale and purchase agreement and related official documentation issued by the developer.","网站所示价格、单位供应情况、面积及规格仅供参考，如有更改，恕不另行通知。官方及最新数据仅以发展商所发出的买卖合约及相关正式文件为准。","Harga, ketersediaan unit, saiz dan spesifikasi yang ditunjukkan adalah indikatif dan tertakluk kepada perubahan tanpa notis. Angka rasmi, semasa disahkan hanya dalam perjanjian jual beli dan dokumentasi rasmi berkaitan yang dikeluarkan oleh pemaju.","表示されている価格、在庫状況、サイズ、仕様は目安であり、予告なく変更される場合があります。公式の現在の数値は、開発者が発行した売買契約書および関連する公式文書でのみ確認されます。","disclaimer.s3.body","/disclaimer/","Section 3 body","","",""
"4. Rental Programme","4. 租赁计划","4. Program Penyewaan","4. レンタルプログラム","disclaimer.s4.heading","/disclaimer/","Section 4 heading","","",""
"Any description of the rental programme on this website is a summary only. Programme details are subject to the official sale and tenancy/leaseback agreements. Rental programme terms, availability and conditions may change according to official agreements and project requirements. Interested buyers should review the complete terms with the authorised sales representative before making any decision.","本网站有关租赁计划的描述仅为概要说明。计划详情以正式的买卖及租赁／回租协议为准。租赁计划条款、供应情况及条件可能根据正式协议及项目要求而有所变动。有意买家在作出任何决定前，应与授权销售代表一同审阅完整条款。","Sebarang penerangan mengenai program penyewaan di laman web ini adalah ringkasan sahaja. Butiran program adalah tertakluk kepada perjanjian jualan dan penyewaan/pajakan balik rasmi. Terma, ketersediaan dan syarat program penyewaan mungkin berubah mengikut perjanjian rasmi dan keperluan projek. Pembeli yang berminat harus menyemak syarat lengkap dengan wakil jualan yang sah sebelum membuat sebarang keputusan.","このウェブサイト上のレンタル プログラムの説明は概要のみです。プログラムの詳細は、正式な販売契約およびテナント/リースバック契約の対象となります。レンタル プログラムの利用規約、可用性、条件は、正式な契約やプロジェクトの要件に従って変更される場合があります。興味のある購入者は、決定を下す前に認定販売代理店と完全な条件を確認する必要があります。","disclaimer.s4.body","/disclaimer/","Section 4 body","","Y",""
"5. Not Financial Advice","5. 非财务建议","5. Bukan Nasihat Kewangan","5. 財務上のアドバイスではない","disclaimer.s5.heading","/disclaimer/","Section 5 heading","","Y",""
"This website is marketing material and does not constitute financial, investment, legal or tax advice. Prospective buyers should seek independent legal and financial counsel before entering into any transaction.","本网站为营销资料，不构成财务、法律或税务建议。准买家在进行任何交易前，应寻求独立的法律与财务咨询。","Laman web ini ialah bahan pemasaran dan bukan nasihat kewangan, undang-undang atau cukai. Bakal pembeli hendaklah mendapatkan nasihat undang-undang dan kewangan bebas sebelum memasuki sebarang transaksi.","本ウェブサイトはマーケティング資料であり、金融、法的または税務上の助言を構成するものではありません。購入をご検討の方は、取引を行う前に、独立した法的および金融上の助言を受けてください。","disclaimer.s5.body","/disclaimer/","Section 5 body","","Y","FLAGGED: ZH drops ""investment"" from the enumerated advice types (投资 is banned). Apply equivalent substitution for MS (""pelaburan"" banned) and JA (投資 banned) — see TRANSLATION-TASK.md"
"6. Errors & Omissions","6. 错误与遗漏","6. Kesilapan & Kelalaian","6. 誤りと脱落","disclaimer.s6.heading","/disclaimer/","Section 6 heading","","",""
"While we take reasonable care to keep information accurate, this website is provided on an ""as is"" basis and information is correct at time of publication only, subject to change (E&OE — errors and omissions excepted).","我们已采取合理措施确保信息准确，惟本网站内容以""现状""提供，所载信息仅在发布当时正确，如有更改，恕不另行通知（E&OE——错漏除外）。","Walaupun kami mengambil langkah yang munasabah untuk memastikan maklumat tepat, laman web ini disediakan atas dasar ""seadanya"" dan maklumat adalah betul pada masa penerbitan sahaja, tertakluk kepada perubahan (E&OE — ralat dan peninggalan dikecualikan).","当社は情報を正確に保つよう合理的な注意を払っていますが、このウェブサイトは「現状のまま」で提供されており、情報は発行時点でのみ正確であり、変更される可能性があります（E&OE - 誤りと欠落は除きます）。","disclaimer.s6.body","/disclaimer/","Section 6 body","","",""
"7. Third-Party Links","7. 第三方链接","7. Pautan Pihak Ketiga","7. サードパーティのリンク","disclaimer.s7.heading","/disclaimer/","Section 7 heading","","",""
"Any third-party links on this website (e.g. WhatsApp) are provided for convenience. We are not responsible for the content or practices of third-party services.","本网站所载任何第三方链接（如 WhatsApp）仅为方便用户而提供。我们概不对第三方服务的内容或做法负责。","Sebarang pautan pihak ketiga di tapak web ini (cth. WhatsApp) disediakan untuk kemudahan. Kami tidak bertanggungjawab ke atas kandungan atau amalan perkhidmatan pihak ketiga.","この Web サイト上のサードパーティのリンク (例: WhatsApp) は便宜のために提供されています。当社は、サードパーティのサービスの内容や慣行については責任を負いません。","disclaimer.s7.body","/disclaimer/","Section 7 body","","",""
"Thank You | Lexis Hibiscus 2, Port Dickson","感谢您的咨询｜Lexis Hibiscus 2, Port Dickson","Terima Kasih | Lexis Hibiscus 2, Port Dickson","ありがとう | Lexis Hibiscus 2、Port Dickson","thankyou.meta.title","/thank-you/","<title>","","",""
"Thank you for your enquiry about Lexis Hibiscus 2. Our consultant will be in touch on WhatsApp shortly.","感谢您对 Lexis Hibiscus 2 的咨询。我们的顾问将尽快透过 WhatsApp 与您联系。","Terima kasih atas pertanyaan anda tentang Lexis Hibiscus 2. Perunding kami akan menghubungi WhatsApp sebentar lagi.","Lexis Hibiscus 2についてお問い合わせいただきありがとうございます。当社のコンサルタントがすぐに WhatsApp についてご連絡いたします。","thankyou.meta.description","/thank-you/","Meta description","","",""
"Thank You — Lexis Hibiscus 2","感谢您的咨询 — Lexis Hibiscus 2","Terima kasih — Lexis Hibiscus 2","ありがとう — Lexis Hibiscus 2","thankyou.og.title","/thank-you/","og:title","","",""
"Thank you for your enquiry. Our consultant will be in touch shortly.","感谢您的咨询。我们的顾问将尽快与您联系。","Terima kasih atas pertanyaan anda. Perunding kami akan berhubung sebentar lagi.","お問い合わせいただきありがとうございます。弊社のコンサルタントがすぐにご連絡いたします。","thankyou.og.description","/thank-you/","og:description","","",""
"Hi, I'd like to book a viewing — following up on my enquiry about Lexis Hibiscus 2.","您好，我想预约参观——跟进我早前有关 Lexis Hibiscus 2 的咨询。","Hai, saya ingin menempah tontonan — susulan pertanyaan saya tentang Lexis Hibiscus 2.","こんにちは。Lexis Hibiscus 2 に関する問い合わせの続きとして、内覧を予約したいのですが。","thankyou.wa_text","/thank-you/","WhatsApp prefill (data-wa-text)","","",""
"Thank You — Your Enquiry Has Been Received","感谢您——我们已收到您的咨询","Terima kasih — Pertanyaan Anda Telah Diterima","ありがとうございます - お問い合わせを受け付けました","thankyou.h1","/thank-you/","H1","","",""
"Our consultant will reach out to you on WhatsApp shortly with villa details, pricing and next steps. If it's urgent, message us directly below.","我们的顾问将尽快透过 WhatsApp 与您联系，提供别墅详情、价格及后续步骤。如有急事，欢迎直接透过下方联系我们。","Perunding kami akan menghubungi anda di WhatsApp sebentar lagi dengan butiran vila, harga dan langkah seterusnya. Jika mendesak, mesej kami terus di bawah.","当社のコンサルタントが、ヴィラの詳細、価格、次のステップについて、すぐに WhatsApp でご連絡いたします。お急ぎの場合は、下記より直接メッセージをお送りください。","thankyou.body","/thank-you/","Body copy","","",""
"Explore the villas","探索别墅","Terokai vila","ヴィラを探索する","thankyou.link1","/thank-you/","Bottom link 1","","",""
"Read about the rental programme","了解租赁计划","Baca tentang program penyewaan","レンタルプログラムについて読む","thankyou.link2","/thank-you/","Bottom link 2","","",""
"Back to home","返回首页","Balik rumah","家に戻る","thankyou.link3","/thank-you/","Bottom link 3","","",""
"Page Not Found | Lexis Hibiscus 2, Port Dickson","找不到页面｜Lexis Hibiscus 2, Port Dickson","Halaman Tidak Ditemui | Lexis Hibiscus 2, Port Dickson","ページが見つかりません | Lexis Hibiscus 2、Port Dickson","404.meta.title","/404.html","<title>","","",""
"This page could not be found. Explore Lexis Hibiscus 2 villas and the rental programme, or WhatsApp us directly.","找不到该页面。欢迎探索 Lexis Hibiscus 2 的别墅与租赁计划，或直接透过 WhatsApp 联系我们。","Halaman ini tidak ditemui. Terokai vila Lexis Hibiscus 2 dan program penyewaan, atau WhatsApp kami terus.","このページは見つかりませんでした。 Lexis Hibiscus 2 ヴィラとレンタル プログラムをご覧いただくか、WhatsApp で直接お問い合わせください。","404.meta.description","/404.html","Meta description","","",""
"Hi, I couldn't find what I was looking for on the Lexis Hibiscus 2 website.","您好，我在 Lexis Hibiscus 2 网站上找不到我要找的内容。","Hai, saya tidak menemui apa yang saya cari di tapak web Lexis Hibiscus 2.","こんにちは。Lexis Hibiscus 2 Web サイトで探しているものが見つかりませんでした。","404.wa_text","/404.html","WhatsApp prefill (data-wa-text)","","",""
"We Couldn't Find That Page","找不到该页面","Kami Tidak Dapat Menemui Halaman Itu","そのページは見つかりませんでした","404.h1","/404.html","H1","","",""
"The page you're looking for may have moved. Try one of the links below, or message us directly on WhatsApp.","您要寻找的页面可能已经搬移。请尝试以下链接，或直接透过 WhatsApp 与我们联系。","Halaman yang anda cari mungkin telah berpindah. Cuba salah satu pautan di bawah, atau hantar mesej terus kepada kami di WhatsApp.","お探しのページは移動した可能性があります。以下のリンクのいずれかを試すか、WhatsApp で直接メッセージをお送りください。","404.body","/404.html","Body copy","","",""
"Back to Home","返回首页","Kembali ke Rumah","ホームに戻る","404.button1","/404.html","Button","","",""
"View Villas","查看别墅","Lihat Vila","ヴィラを見る","404.button2","/404.html","Button","","",""
